city,longitude,latitude,review_scores_rating,number_of_reviews,minimum_nights,security_deposit,cleaning_fee,accommodates,bathrooms,bedrooms,beds,property_type,room_type,availability_365,host_identity_verified,host_is_superhost,cancellation_policy,price
Balgowlah Heights,151.2576368,-33.80354111,93.41241287,0,12,1000,200,7,5,5,4,House,Entire home/apt,0,1,0,moderate,599
Palm Beach,151.3238483,-33.59730829,100,1,2,1000,300,10,1.5,4,8,House,Entire home/apt,223,0,0,strict_14_with_grace_period,886
Waterloo,151.2121043,-33.89923584,93.41241287,0,7,0,0,2,2,1,1,Condominium,Private room,0,0,0,strict_14_with_grace_period,120
Maroubra,151.2436889,-33.94534584,99,23,2,150,80,4,2.5,3,0,Townhouse,Private room,294,1,1,strict_14_with_grace_period,150
Ryde,151.1052757,-33.81157191,93.41241287,0,1,0,0,1,1,0,1,Condominium,Private room,179,0,0,flexible,76
Newport,151.3221371,-33.65672457,100,3,5,2000,400,10,3,5,5,House,Entire home/apt,347,0,0,strict_14_with_grace_period,750
Erskineville,151.1832487,-33.90330887,99,102,2,200,35,2,1,1,1,Apartment,Private room,75,1,1,strict_14_with_grace_period,71
Rose Bay,151.2580488,-33.87496491,80,1,2,0,0,2,1,2,2,Apartment,Entire home/apt,365,0,0,flexible,299
Pyrmont,151.1959073,-33.87210171,93.41241287,0,1,0,0,1,2,1,2,Apartment,Shared room,0,0,0,flexible,250
Randwick,151.2380529,-33.9147721,93.41241287,2,7,0,0,1,1,1,1,Apartment,Private room,365,0,0,flexible,59
Bondi Beach,151.2696519,-33.88540866,93.41241287,0,7,0,0,2,1,1,1,Apartment,Private room,0,0,0,flexible,60
Lilyfield,151.1543004,-33.87326434,93,3,1,1500,0,6,1,3,4,House,Entire home/apt,0,0,0,moderate,120
Thornleigh,151.0796987,-33.71879752,92,29,1,200,100,5,1.5,2,3,House,Entire home/apt,363,0,0,moderate,80
Malabar,151.2529844,-33.97456774,94,28,2,0,55,6,1,2,4,House,Entire home/apt,84,0,0,moderate,98
Balgowlah,151.2651087,-33.80440673,93.41241287,0,7,2500,392,7,2,4,4,Villa,Entire home/apt,22,0,0,strict_14_with_grace_period,573
Bondi Beach,151.2711877,-33.8896653,93.41241287,1,3,150,0,2,1,1,1,Apartment,Entire home/apt,89,1,0,moderate,135
Crows Nest,151.2023438,-33.82098784,93.41241287,0,5,300,30,2,2,1,2,House,Private room,364,1,0,flexible,86
Bondi,151.2632971,-33.8911872,90,2,7,500,150,5,3,3,3,Apartment,Entire home/apt,0,0,0,strict_14_with_grace_period,230
Tamarama,151.270054,-33.89843276,95,4,4,0,60,2,1,1,1,Apartment,Entire home/apt,0,1,0,strict_14_with_grace_period,150
The Rocks,151.2074607,-33.86195003,100,1,14,250,180,2,1,1,1,Apartment,Entire home/apt,364,0,0,strict_14_with_grace_period,219
Bondi,151.2630109,-33.89068343,93.41241287,0,21,0,0,2,1,1,1,Apartment,Entire home/apt,0,0,0,flexible,156
Lane Cove,151.1794732,-33.81956126,73,3,3,0,120,2,1.5,1,2,House,Shared room,364,0,0,strict_14_with_grace_period,35
Newtown,151.1868076,-33.89387827,94,42,1,0,30,2,1,1,2,House,Private room,352,0,1,strict_14_with_grace_period,130
Seven Hills,150.9337764,-33.79197005,88,5,1,0,0,1,1.5,1,1,House,Private room,0,0,0,flexible,23
Dee Why,151.2932418,-33.75838141,100,1,5,500,0,2,1,2,2,Apartment,Entire home/apt,0,1,0,strict_14_with_grace_period,80
Naremburn,151.1988011,-33.81834275,93.41241287,0,1,0,0,2,1.5,1,1,House,Private room,0,1,0,flexible,80
Neutral Bay,151.223076,-33.84583421,93.41241287,0,2,0,0,2,1,1,1,Apartment,Private room,0,1,0,flexible,98
Bondi,151.2595091,-33.89270569,93.41241287,0,1,0,0,2,1,2,2,Apartment,Entire home/apt,0,0,0,flexible,160
Bondi Junction,151.2517124,-33.89138323,93.41241287,0,14,0,0,2,1,1,1,Apartment,Private room,0,0,0,flexible,80
Clareville,151.3108798,-33.6366362,93.41241287,0,5,3000,450,8,3,4,4,House,Entire home/apt,96,0,0,strict_14_with_grace_period,550
Bondi Junction,151.2421407,-33.89418737,93.41241287,0,7,0,0,2,1,1,1,House,Private room,89,0,0,strict_14_with_grace_period,190
Cremorne Point,151.2267266,-33.84074912,93.41241287,0,4,0,0,4,1,2,2,Apartment,Entire home/apt,0,1,0,flexible,325
Maroubra,151.2568418,-33.94526183,80,2,2,1000,50,4,1,2,1,Apartment,Entire home/apt,0,1,0,flexible,150
Burwood,151.1043175,-33.88380723,100,2,7,0,25,2,1,1,1,Apartment,Entire home/apt,0,1,1,flexible,74
Bronte,151.2607018,-33.90315086,100,1,7,0,0,1,1,2,1,Apartment,Private room,0,1,0,flexible,60
Mosman,151.2408465,-33.83101878,95,4,4,0,80,4,1,2,3,Apartment,Entire home/apt,0,1,0,moderate,150
Manly,151.2855105,-33.795639,97,103,1,0,0,3,1,0,2,Apartment,Entire home/apt,173,1,1,strict_14_with_grace_period,130
Bondi Beach,151.2744167,-33.89142284,90,38,2,300,100,3,1,0,2,Apartment,Entire home/apt,299,1,0,strict_14_with_grace_period,120
Coogee,151.2494594,-33.92232713,100,27,1,250,15,2,1,1,1,Apartment,Private room,25,1,1,flexible,58
Maroubra,151.2572223,-33.94510803,93.41241287,0,1,0,0,1,1,1,1,Apartment,Shared room,181,0,0,flexible,108
Cammeray,151.2164044,-33.81986147,97,23,1,0,25,2,1,1,1,Guesthouse,Entire home/apt,161,0,1,moderate,120
Strathfield,151.0915117,-33.86582901,60,3,1,500,20,6,2,3,5,Apartment,Entire home/apt,160,0,0,strict_14_with_grace_period,140
Newtown,151.1815627,-33.89703375,93.41241287,0,3,0,0,2,1,2,2,Apartment,Private room,0,0,0,flexible,70
Collaroy,151.2982909,-33.73677853,96,66,2,175,40,4,1,1,2,Guest suite,Entire home/apt,156,0,1,moderate,111
Bondi Beach,151.2791441,-33.88797179,93.41241287,0,4,500,250,6,2,3,3,Apartment,Entire home/apt,0,0,0,strict_14_with_grace_period,200
Sylvania,151.110735,-34.00640856,93.41241287,0,3,0,0,2,1.5,1,1,Townhouse,Private room,83,1,0,flexible,89
Avalon Beach,151.3379736,-33.62695389,100,1,2,1000,500,10,3.5,5,8,House,Entire home/apt,312,0,0,strict_14_with_grace_period,1329
Waterloo,151.200188,-33.89841394,100,5,2,0,25,2,1,1,1,House,Private room,0,1,0,strict_14_with_grace_period,65
North Sydney,151.2149844,-33.84141895,98,82,1,0,0,2,1,1,1,House,Private room,62,0,0,moderate,150
St Leonards,151.1934084,-33.81988073,93.41241287,0,4,0,150,2,1,1,1,Apartment,Entire home/apt,364,0,0,strict_14_with_grace_period,140
Redfern,151.2116142,-33.89669838,80,1,3,0,50,4,1,2,2,House,Entire home/apt,0,1,0,strict_14_with_grace_period,350
Bondi Beach,151.2661714,-33.88822967,93.41241287,1,1,128,13,3,1.5,1,3,Condominium,Shared room,0,0,0,flexible,34
Randwick,151.2465484,-33.91490095,96,11,2,300,100,5,1.5,3,4,House,Entire home/apt,351,1,0,flexible,250
BONDI,151.2592565,-33.88759483,93.41241287,0,1,0,0,4,1.5,2,3,Apartment,Entire home/apt,0,0,0,flexible,124
Bondi Beach,151.2656565,-33.89055226,100,10,4,200,70,2,2,1,1,House,Private room,9,1,0,strict_14_with_grace_period,70
Killara,151.1605772,-33.77434101,100,60,1,150,50,2,1,1,1,Guesthouse,Entire home/apt,90,0,1,strict_14_with_grace_period,120
Glenwood,150.9389282,-33.73340308,93.41241287,0,1,0,0,2,1,1,1,Bed and breakfast,Private room,364,0,0,flexible,94
Rockdale,151.1364165,-33.95453671,91,11,1,0,30,2,1,1,1,Apartment,Private room,0,0,0,strict_14_with_grace_period,45
Lane Cove,151.1706854,-33.81443013,99,42,2,150,50,4,1,1,2,Guest suite,Entire home/apt,144,0,1,flexible,109
Randwick,151.24477,-33.91120728,93.41241287,0,21,800,50,4,1,2,2,Apartment,Entire home/apt,0,0,0,flexible,90
Parramatta,151.0004132,-33.81606344,100,2,1,200,50,2,1,1,1,Apartment,Private room,90,0,0,strict_14_with_grace_period,220
Dulwich Hill,151.1431769,-33.91074013,100,4,1,0,18,2,2,1,1,House,Private room,0,1,1,moderate,45
North Sydney,151.209993,-33.83685084,96,6,2,200,50,3,1,1,1,Apartment,Entire home/apt,135,1,0,moderate,150
Erskineville,151.1864759,-33.90450005,100,1,14,200,180,2,1,1,1,Apartment,Entire home/apt,0,0,0,strict_14_with_grace_period,200
Redfern,151.2111566,-33.89656259,100,1,4,0,20,2,1,1,1,House,Private room,0,0,0,flexible,74
Rosebery,151.2067808,-33.91272905,93.41241287,0,20,500,280,6,2,3,3,Apartment,Entire home/apt,364,1,0,flexible,240
Rushcutters Bay,151.2264435,-33.87471133,96,14,7,500,150,2,1,1,1,Loft,Entire home/apt,87,0,1,strict_14_with_grace_period,155
Gladesville,151.1252772,-33.83651554,93.41241287,0,1,0,0,1,1,1,1,Apartment,Private room,0,0,0,strict_14_with_grace_period,65
Darlinghurst,151.2197339,-33.87557544,93.41241287,0,4,500,90,4,1,2,2,Apartment,Entire home/apt,0,1,0,flexible,250
Darlinghurst,151.2155881,-33.87529141,97,7,3,500,50,2,1,1,1,Bed and breakfast,Private room,89,1,0,strict_14_with_grace_period,148
Banksia,151.1472668,-33.94551817,97,17,2,0,28,1,1,1,1,House,Private room,121,1,0,strict_14_with_grace_period,128
North Sydney,151.2066974,-33.83231168,93.41241287,0,3,200,75,4,1,1,2,Apartment,Entire home/apt,53,0,0,strict_14_with_grace_period,125
Redfern,151.2054884,-33.8895854,86,27,3,0,80,1,2,1,1,House,Private room,14,1,0,strict_14_with_grace_period,55
Bondi Beach,151.2723084,-33.88878676,70,2,2,250,85,2,1,1,1,Apartment,Entire home/apt,36,0,0,strict_14_with_grace_period,98
McMahons Point,151.2044911,-33.84864223,94,33,2,500,120,4,1,1,1,Condominium,Entire home/apt,0,0,0,strict_14_with_grace_period,169
Neutral Bay,151.213377,-33.83274906,93.41241287,0,14,500,250,4,2,2,3,Apartment,Entire home/apt,365,0,0,strict_14_with_grace_period,135
Potts Point,151.224587,-33.86806107,93.41241287,0,5,0,60,2,1,1,1,Apartment,Entire home/apt,173,1,0,flexible,200
Ashfield,151.1244582,-33.88804257,93.41241287,0,1,150,50,1,2,1,1,Apartment,Private room,0,0,0,flexible,50
Darlinghurst,151.2178494,-33.87697117,90,2,4,0,0,2,2,1,1,House,Private room,0,1,0,flexible,80
Kingsford,151.2257763,-33.92051134,93.41241287,0,2,0,30,2,1,1,2,Apartment,Private room,0,1,0,strict_14_with_grace_period,110
Surry Hills,151.2121408,-33.87718508,67,3,3,500,201,2,1,1,1,Apartment,Entire home/apt,95,0,0,strict_14_with_grace_period,167
Forest Lodge,151.182706,-33.88015261,98,181,1,0,0,1,1.5,1,1,House,Private room,322,1,1,strict_14_with_grace_period,69
Pennant Hills,151.076787,-33.73441224,88,29,2,200,15,2,1,1,1,Apartment,Entire home/apt,332,1,0,moderate,100
Bondi Beach,151.2723031,-33.88511352,93.41241287,0,2,200,0,2,1,1,1,Apartment,Private room,2,1,0,flexible,116
Bondi Beach,151.2711664,-33.88672379,93.41241287,0,1,0,0,3,1,1,3,Apartment,Private room,0,1,0,flexible,58
Arncliffe,151.1370285,-33.94065359,99,16,3,700,75,3,1,1,1,Apartment,Entire home/apt,149,0,1,strict_14_with_grace_period,98
Bankstown,151.0476259,-33.92063711,60,2,1,150,15,2,2,0,1,Guest suite,Private room,249,0,0,moderate,67
Warriewood,151.3085721,-33.69851769,100,1,5,950,100,5,1,3,4,House,Entire home/apt,0,1,0,strict_14_with_grace_period,401
Potts Point,151.2235549,-33.86992511,75,4,3,1000,200,4,2,2,2,Loft,Entire home/apt,0,1,0,moderate,401
Potts Point,151.2261439,-33.87272434,93,3,4,1000,85,2,1,1,1,Apartment,Entire home/apt,94,1,0,strict_14_with_grace_period,196
Surry Hills,151.2119988,-33.87950339,60,2,3,0,195,2,1,1,1,Apartment,Entire home/apt,74,0,0,strict_14_with_grace_period,185
Chippendale,151.1980579,-33.88667542,80,4,2,199,49,3,1,1,1,Loft,Entire home/apt,0,1,0,moderate,150
Pyrmont,151.1921947,-33.86909018,93.41241287,0,7,500,0,1,1,1,1,Apartment,Shared room,179,0,0,moderate,49
Elizabeth Bay,151.2266757,-33.87148742,100,10,2,0,30,2,1,1,1,Condominium,Private room,67,1,0,flexible,76
Homebush,151.0859117,-33.86785421,93.41241287,0,7,0,50,2,1,1,1,Apartment,Private room,0,0,0,flexible,35
Randwick,151.2427597,-33.90865416,96,6,7,0,10,2,1,1,1,Apartment,Private room,0,1,0,flexible,35
Surry Hills,151.2128288,-33.87987374,94,88,1,0,30,2,1,0,1,Apartment,Entire home/apt,47,1,0,strict_14_with_grace_period,135
Wollstonecraft,151.1914249,-33.83649495,93.41241287,0,5,0,0,5,2,3,4,House,Entire home/apt,211,0,0,flexible,900
Clovelly,151.2547417,-33.91055583,93.41241287,0,1,200,50,2,1,1,1,Apartment,Private room,0,1,0,flexible,85
Bondi,151.2685343,-33.89343118,93.41241287,0,5,0,90,6,2.5,3,3,Apartment,Entire home/apt,0,0,0,strict_14_with_grace_period,275
Toongabbie,150.9462161,-33.78557878,96,18,1,0,0,2,1.5,1,1,House,Private room,340,0,0,moderate,38
Homebush,151.0882409,-33.86544646,73,3,1,0,35,2,1,1,1,Apartment,Private room,0,0,0,strict_14_with_grace_period,69
Cremorne Point,151.2285802,-33.84200994,96,5,2,0,25,4,1,2,2,Apartment,Entire home/apt,0,0,0,moderate,139
East Ryde,151.1349211,-33.81095729,93.41241287,0,7,500,305,4,2,2,4,Apartment,Entire home/apt,358,0,0,strict_14_with_grace_period,161
Bondi,151.2643925,-33.89714807,100,2,7,1000,250,5,2.5,3,3,House,Entire home/apt,154,1,0,strict_14_with_grace_period,750
Manly,151.2881551,-33.80422283,100,1,1,0,20,2,1,1,1,Apartment,Private room,0,0,0,moderate,83
Bellevue Hill,151.2520148,-33.88211888,93.41241287,0,14,350,90,2,1,1,1,Apartment,Entire home/apt,364,0,0,strict_14_with_grace_period,130
Newtown,151.178449,-33.90528265,100,3,1,0,0,1,1,1,1,House,Private room,0,1,1,strict_14_with_grace_period,65
Kyeemagh,151.1593193,-33.94960803,80,1,1,1500,90,2,1,1,1,Villa,Private room,365,1,0,strict_14_with_grace_period,120
Avalon Beach,151.3336842,-33.62058249,93,79,1,200,50,4,1,1,2,Apartment,Entire home/apt,364,0,0,moderate,219
Haymarket,151.2013351,-33.88269068,93,83,1,350,60,4,1,1,1,Apartment,Entire home/apt,325,1,0,strict_14_with_grace_period,159
Manly,151.2811639,-33.79860708,100,6,5,0,0,4,1,2,3,Apartment,Entire home/apt,131,0,0,strict_14_with_grace_period,299
North St Marys,150.784989,-33.75791254,73,12,1,123,9,4,1,1,2,Bed and breakfast,Private room,340,0,0,flexible,49
Manly,151.2912366,-33.80068287,93.41241287,0,2,1000,500,8,3,4,4,House,Entire home/apt,354,0,0,flexible,997
Darlinghurst,151.2156349,-33.88156743,96,39,2,300,30,2,1,1,1,House,Private room,0,1,0,moderate,81
Bondi Beach,151.2659853,-33.89019,100,1,7,1500,280,8,3,4,4,House,Entire home/apt,88,0,0,moderate,950
Bondi Beach,151.2669473,-33.88764287,98,19,1,0,20,2,1,1,1,Apartment,Private room,94,1,0,strict_14_with_grace_period,135
Warriewood,151.2958224,-33.68944261,97,13,3,350,90,2,1,1,1,Apartment,Entire home/apt,99,0,0,strict_14_with_grace_period,170
Cremorne,151.2273233,-33.83591353,90,5,2,0,30,2,2,1,1,House,Private room,0,1,0,moderate,70
Potts Point,151.2239035,-33.87589871,93.41241287,0,7,750,80,3,1,2,2,Apartment,Entire home/apt,0,1,0,flexible,175
Sydney,151.2081568,-33.87743111,99,31,2,137,31,2,1,1,1,Apartment,Private room,23,1,0,moderate,130
Dee Why,151.2918986,-33.75760348,80,1,4,500,70,1,1,1,1,Apartment,Private room,90,0,0,strict_14_with_grace_period,179
Sydney,151.1971149,-33.87153403,91,53,1,500,110,6,2,2,4,Apartment,Entire home/apt,190,0,0,moderate,250
Bondi Beach,151.2738473,-33.88876519,93.41241287,0,3,500,270,2,1,1,1,House,Entire home/apt,187,1,0,strict_14_with_grace_period,328
Sydney,151.1970269,-33.87041046,99,31,2,0,95,2,1,1,2,Apartment,Entire home/apt,193,1,1,strict_14_with_grace_period,295
Macquarie Park,151.1115937,-33.76935559,100,3,2,0,59,2,1,1,2,Townhouse,Private room,0,0,0,strict_14_with_grace_period,60
Bondi,151.2691958,-33.89572526,95,6,1,500,0,2,1,1,1,Apartment,Private room,0,1,0,moderate,74
Dee Why,151.2788003,-33.75257138,99,38,2,200,20,4,1,1,2,Apartment,Entire home/apt,101,0,1,flexible,80
Davidson,151.1940955,-33.7404994,100,1,2,450,35,2,2.5,1,1,House,Private room,363,1,0,moderate,120
Redfern,151.2000713,-33.89209679,97,357,1,300,85,2,1,1,1,Apartment,Entire home/apt,145,1,1,moderate,135
Lane Cove,151.1688955,-33.81201789,100,14,2,200,90,2,1,1,1,Apartment,Entire home/apt,237,0,0,moderate,100
Alexandria,151.1976591,-33.90279293,92,5,2,200,0,4,1.5,1,2,Loft,Entire home/apt,0,1,0,moderate,120
Bondi,151.2600934,-33.88932789,80,1,5,500,75,4,1,2,2,Apartment,Entire home/apt,0,0,0,moderate,451
Queens Park,151.2491297,-33.8960241,93.41241287,1,10,0,140,6,2,2,2,Townhouse,Entire home/apt,20,0,0,moderate,250
Newtown,151.1769846,-33.90260796,100,10,5,300,70,3,1,1,2,Apartment,Entire home/apt,0,1,1,strict_14_with_grace_period,120
Darlinghurst,151.2176623,-33.87441301,100,3,1,0,25,1,2,1,1,Apartment,Private room,133,0,0,strict_14_with_grace_period,38
Chippendale,151.2016018,-33.88556644,91,69,1,0,29,3,1,1,2,Apartment,Entire home/apt,13,0,0,moderate,109
Maroubra,151.256579,-33.94480059,100,1,2,0,40,2,1,1,1,Apartment,Private room,0,1,0,moderate,80
Wiley Park,151.0642964,-33.92398515,93.41241287,0,3,0,0,2,1.5,1,1,House,Private room,0,0,0,strict_14_with_grace_period,40
Cronulla,151.1508085,-34.04937134,93.41241287,0,1,0,20,3,1,1,1,Apartment,Private room,0,1,0,flexible,60
Surry Hills,151.2109159,-33.88534552,97,6,2,500,90,2,1.5,1,1,Apartment,Entire home/apt,5,1,0,moderate,165
Leichhardt,151.1502874,-33.88381128,99,55,2,0,25,2,1,1,1,Apartment,Private room,322,1,1,strict_14_with_grace_period,45
Cremorne,151.2264819,-33.8337302,93.41241287,0,1,400,95,4,1,2,3,Apartment,Entire home/apt,0,0,0,flexible,265
Clovelly,151.2572217,-33.90781017,100,1,7,500,480,10,3,4,8,House,Entire home/apt,85,1,0,strict_14_with_grace_period,700
Epping,151.0707939,-33.7721229,97,47,2,135,0,2,1,1,1,House,Private room,87,1,1,flexible,94
Marrickville,151.1604724,-33.91057942,100,4,7,0,0,2,1,1,1,Apartment,Private room,90,0,0,flexible,65
Pyrmont,151.1952989,-33.87473812,93.41241287,0,3,0,0,2,1,1,1,Condominium,Entire home/apt,0,0,0,flexible,150
Bellevue Hill,151.2587319,-33.88906982,93.41241287,0,1,500,0,3,1,2,2,Apartment,Entire home/apt,0,0,0,flexible,200
North Bondi,151.2842019,-33.89312867,99,16,2,500,50,2,1,1,1,Apartment,Entire home/apt,229,0,1,moderate,140
Monterey,151.1487036,-33.96873727,100,2,1,0,0,1,1,1,1,Apartment,Private room,173,0,0,flexible,34
Clontarf,151.2505276,-33.8028412,100,8,5,250,130,2,1,1,2,Apartment,Entire home/apt,185,0,0,moderate,161
Sydney,151.1303356,-33.90442565,97,6,1,400,60,4,1,1,2,Apartment,Entire home/apt,0,1,0,strict_14_with_grace_period,74
Arncliffe,151.1483657,-33.93034238,93.41241287,0,1,0,0,2,1,1,1,Apartment,Private room,365,0,0,flexible,420
Double Bay,151.2396341,-33.87469726,98,9,4,800,70,4,1,2,2,Apartment,Entire home/apt,1,1,0,strict_14_with_grace_period,148
Bronte,151.258783,-33.90470253,96,20,3,500,30,2,2,1,1,Apartment,Private room,84,1,0,moderate,80
Bondi Beach,151.2744692,-33.88839398,93.41241287,0,1,0,0,2,1,1,1,Apartment,Private room,90,1,0,flexible,70
Coogee,151.2518433,-33.92082452,99,17,2,250,120,2,1,0,1,Apartment,Entire home/apt,300,0,0,moderate,190
Double Bay,151.2432434,-33.87579234,100,2,2,130,20,2,1,1,1,Apartment,Private room,177,1,0,strict_14_with_grace_period,140
Pyrmont,151.1987813,-33.86976767,97,37,3,0,50,2,1,1,1,Apartment,Private room,60,1,1,moderate,98
Bondi,151.2601665,-33.88985449,98,129,2,0,0,2,1,1,1,Apartment,Private room,90,1,1,moderate,70
Abbotsford,151.1300994,-33.84870647,93.41241287,0,14,0,0,2,1,2,2,Apartment,Entire home/apt,0,0,0,strict_14_with_grace_period,150
Waterloo,151.2070144,-33.90014665,99,22,2,250,60,2,1,1,1,Apartment,Private room,7,1,0,strict_14_with_grace_period,80
Bondi Beach,151.27101,-33.89122892,92,62,1,0,60,4,1,1,2,Apartment,Entire home/apt,61,1,0,strict_14_with_grace_period,401
Bondi,151.2658095,-33.88944634,93.41241287,0,11,0,0,4,1,2,2,Apartment,Entire home/apt,0,0,0,flexible,85
Eastwood,151.0718172,-33.78613926,100,3,1,300,0,1,1,1,1,House,Private room,315,0,0,moderate,76
Potts Point,151.2241004,-33.86995433,100,2,1,0,15,2,1,1,1,Apartment,Private room,0,1,0,strict_14_with_grace_period,65
Point Piper,151.2516595,-33.86768335,93.41241287,0,4,500,480,7,4,3,4,House,Entire home/apt,240,1,0,strict_14_with_grace_period,625
Sydney Olympic Park,151.0724612,-33.84848385,92,71,1,500,95,5,2,2,3,Apartment,Entire home/apt,93,0,0,strict_14_with_grace_period,200
Bondi Beach,151.2815167,-33.88595901,96,11,3,500,100,2,1,1,1,Apartment,Entire home/apt,52,0,0,moderate,100
Surry Hills,151.2107437,-33.88438416,82,90,1,300,69,6,1,2,3,Townhouse,Entire home/apt,70,1,0,strict_14_with_grace_period,179
Manly,151.2856418,-33.79032924,93.41241287,0,1,0,139,3,2,1,2,Apartment,Private room,0,1,0,flexible,139
Bondi Beach,151.2772056,-33.88763594,93.41241287,0,1,0,80,2,1,1,1,Apartment,Private room,365,1,0,flexible,281
Zetland,151.2089596,-33.90889932,88,15,2,500,120,3,1,1,2,Apartment,Entire home/apt,97,0,0,strict_14_with_grace_period,119
Northmead,150.984939,-33.78905195,100,6,1,0,0,3,1,1,2,House,Private room,89,0,0,flexible,80
Sydney,151.2031442,-33.8675561,90,2,2,0,50,4,2,2,2,Apartment,Entire home/apt,0,0,0,flexible,120
Fairlight,151.2743919,-33.79545163,93.41241287,0,1,0,0,2,1,1,1,Apartment,Private room,0,1,0,flexible,64
Wiley Park,151.0647328,-33.92096417,93.41241287,0,1,0,0,1,1,1,1,Apartment,Private room,0,0,0,flexible,45
Birchgrove,151.1812533,-33.84859621,91,33,2,300,50,2,1,1,1,Apartment,Entire home/apt,180,0,0,strict_14_with_grace_period,130
Bondi Beach,151.2701506,-33.88860732,90,26,2,0,68,4,1,2,2,Apartment,Entire home/apt,108,1,0,moderate,175
Leichhardt,151.1570216,-33.87844754,97,28,2,0,0,2,1,1,1,House,Private room,165,0,1,moderate,57
Freshwater,151.2842921,-33.77401948,100,2,4,0,70,3,1,1,2,Apartment,Entire home/apt,13,1,0,flexible,179
Bondi Beach,151.2663385,-33.89055901,100,2,3,0,0,2,1,1,1,Guest suite,Private room,0,0,0,flexible,80
Wolli Creek,151.1502894,-33.93025176,95,4,2,0,0,1,1,1,1,Guest suite,Private room,0,1,1,flexible,30
Caringbah South,151.1276047,-34.04923136,96,64,2,0,30,2,1,1,1,Other,Entire home/apt,86,1,0,moderate,90
Camperdown,151.1788288,-33.88534866,94,18,3,0,0,2,1,1,1,Apartment,Private room,153,1,0,flexible,85
Waterloo,151.2145481,-33.89838515,93.41241287,0,5,0,0,2,1,1,1,Apartment,Entire home/apt,9,0,0,flexible,90
Pymble,151.13535,-33.73923437,98,21,2,600,98,5,2,2,2,Apartment,Entire home/apt,0,1,1,moderate,152
Lidcombe,151.0346545,-33.86767089,93.41241287,1,1,0,10,2,1,1,1,House,Private room,0,0,0,flexible,50
Bondi,151.2688501,-33.89636135,100,1,2,0,0,2,1.5,1,1,Apartment,Private room,88,1,0,flexible,150
Sandringham,151.1378965,-34.00094529,93.41241287,0,4,0,0,8,2.5,3,5,House,Entire home/apt,0,0,0,flexible,280
Woollahra,151.2430383,-33.88763184,90,2,2,0,60,4,1,3,3,Apartment,Entire home/apt,88,0,0,strict_14_with_grace_period,250
Bondi Beach,151.2721002,-33.89002787,100,56,4,1000,190,6,1,3,3,House,Entire home/apt,302,0,1,strict_14_with_grace_period,250
Paddington,151.2218377,-33.88249615,98,34,2,250,50,2,1,0,1,Apartment,Entire home/apt,41,0,1,moderate,130
Bondi Beach,151.2708907,-33.89457188,100,1,5,0,50,6,2,3,3,Apartment,Entire home/apt,0,0,0,strict_14_with_grace_period,350
Bondi Beach,151.2771564,-33.88705499,80,1,5,0,50,4,1,2,2,Apartment,Entire home/apt,0,0,0,moderate,200
Manly,151.2781537,-33.78887426,93.41241287,0,2,0,0,2,1,1,1,Apartment,Private room,0,0,0,flexible,55
Eastgardens,151.2274233,-33.94756093,93.41241287,0,1,0,0,2,1,0,1,House,Private room,89,0,0,flexible,70
Woolooware,151.1404041,-34.04561343,93.41241287,0,7,0,0,4,2.5,3,2,Apartment,Entire home/apt,0,0,0,flexible,110
Dee Why,151.2801806,-33.75466224,93.41241287,1,2,0,0,2,1,1,1,Other,Private room,0,1,0,flexible,100
Rockdale,151.1406711,-33.95686631,99,16,4,0,0,2,1,1,1,Apartment,Private room,0,0,1,moderate,60
Manly,151.2791278,-33.79932525,93.41241287,0,2,0,40,4,1,2,2,Apartment,Entire home/apt,0,0,0,flexible,195
Chatswood,151.1927377,-33.80052103,100,4,7,1500,250,7,3,4,5,House,Entire home/apt,359,1,0,strict_14_with_grace_period,401
Paddington,151.2265133,-33.8806407,100,2,7,0,100,2,1,1,1,Apartment,Entire home/apt,28,0,0,strict_14_with_grace_period,90
Manly,151.2838281,-33.79025258,93.41241287,0,1,0,0,8,1,4,8,Apartment,Entire home/apt,0,0,0,strict_14_with_grace_period,560
North Bondi,151.2834915,-33.89035573,97,7,1,0,100,2,1,1,1,Apartment,Entire home/apt,0,0,0,strict_14_with_grace_period,120
Newtown,151.1861117,-33.89401772,93,4,4,0,20,1,1,1,1,House,Private room,16,0,0,strict_14_with_grace_period,80
McMahons Point,151.2040061,-33.84631782,100,44,1,150,150,4,1,2,2,Townhouse,Entire home/apt,118,0,1,strict_14_with_grace_period,175
Seaforth,151.2401675,-33.78081069,100,1,2,0,0,3,1,2,2,House,Entire home/apt,0,0,0,flexible,101
Surry Hills,151.2137232,-33.88108778,93.41241287,0,1,0,0,2,1,1,2,Apartment,Private room,0,0,0,flexible,70
North Bondi,151.2836935,-33.89032869,100,2,14,150,60,2,1,1,1,Apartment,Private room,309,1,0,moderate,35
Sydney ,151.1699356,-33.86771296,88,12,2,0,0,1,2,1,1,House,Private room,365,1,0,strict_14_with_grace_period,125
Bronte,151.2669059,-33.90512464,93.41241287,2,1,0,20,2,1,1,1,Apartment,Private room,365,0,0,strict_14_with_grace_period,120
Cremorne,151.2250771,-33.83426822,93.41241287,0,5,1000,198,2,1,1,1,Apartment,Entire home/apt,363,1,0,strict_14_with_grace_period,152
Waterloo,151.2088618,-33.90072613,100,2,14,0,0,4,1,2,2,Apartment,Entire home/apt,0,0,0,flexible,189
